study_id,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,partner_position,session,trial,condition,position_larger_food,choice_made,largerchoice_yes1_no0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,3,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,4,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,5,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,6,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,7,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,8,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,9,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,10,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,11,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,12,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,1,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,2,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,3,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,4,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,5,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,6,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,7,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,8,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,9,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,10,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,11,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,12,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,1,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,2,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,3,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,4,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,5,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,6,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,7,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,8,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,9,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,10,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,11,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,6,12,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,1,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,2,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,3,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,4,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,5,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,6,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,7,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,8,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,9,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,10,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,11,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,2,7,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,6,12,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,1,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,2,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,3,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,4,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,5,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,6,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,7,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,8,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,9,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,10,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,11,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,12,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,1,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,2,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,3,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,4,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,5,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,6,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,7,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,8,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,9,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,10,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,11,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,12,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,1,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,2,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,3,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,4,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,5,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,6,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,7,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,8,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,9,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,10,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,11,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,fraukje,37.0,f,partner,chimpanzee,sandra_fraukje,left,2,12,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,1,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,2,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,3,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,4,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,5,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,6,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,7,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,8,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,9,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,10,experimental_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,11,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,28,sandra,20,f,focal_participant,kara,8.0,f,partner,chimpanzee,sandra_kara,left,2,12,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,10,14,viringika,18,f,focal_participant,kibara,9.0,f,partner,gorilla,viringika_kibara,left,1,1,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,10,14,viringika,18,f,focal_participant,kibara,9.0,f,partner,gorilla,viringika_kibara,left,1,2,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,10,14,viringika,18,f,focal_participant,kibara,9.0,f,partner,gorilla,viringika_kibara,left,1,3,experimental_condition,right,right,1
