study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,species,period,observation_day,instantaneous_sampling_unit,o_proximity_to_other,o_bodily_contact_with,o_gives_grooming_to,o_receives_grooming_from,o_self_grooming,o_self_care,p_self_scratch,o_nursing,o_social_play,o_auto_play,o_object_play,o_allo_sex,o_auto_sex,o_vigilance,o_feeding,o_activity
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,11.0,7.0,observer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,11.0,7.0,luiza,luiza,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,11.0,7.0,observer,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,1.0,yasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,1.0,luiza,luiza,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,12.0,1.0,limbuko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,2.0,me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,2.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,3.0,ulindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,3.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,3.0,me,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,3.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,luiza,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,3.0,joey,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,4.0,yasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,4.0,me,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,4.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,luiza,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,12.0,4.0,limbuko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,12.0,4.0,me,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,5.0,ulindi,ulindi,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,5.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,12.0,5.0,joey,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,12.0,5.0,ulindi,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,12.0,5.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,5.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,5.0,joey,joey,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,6.0,ulindi,ulindi,ulindi,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,6.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,6.0,limbuko,limbuko,,limbuko,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,6.0,joey,joey,joey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,6.0,ulindi,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,6.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,6.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,6.0,joey,joey,,joey,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,6.0,limbuko,limbuko,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,7.0,limbuko,limbuko,0.0,limbuko,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,7.0,ulindi,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,joey,22.0,m,bonobo,1.0,12.0,7.0,yasa,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,kuno,8.0,m,bonobo,1.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,7.0,joey,joey,joey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,7.0,ulindi,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,limbuko,9.0,m,bonobo,1.0,12.0,7.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,7.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,7.0,limbuko,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,ulindi,11.0,f,bonobo,1.0,12.0,7.0,joey,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t1_afternoon_observations,2005,02,,yasa,7.0,f,bonobo,1.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,1.0,limbuko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,1.0,yasa,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,1.0,me,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,13.0,1.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,13.0,1.0,kuno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,13.0,1.0,limbuko,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,13.0,1.0,me,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,2.0,kuno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,2.0,me,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,2.0,joey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,2.0,me,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,13.0,2.0,yasa,yasa,0.0,yasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,13.0,2.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,13.0,2.0,limbuko,limbuko,limbuko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,3.0,me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,3.0,me,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,13.0,3.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,4.0,ulindi,ulindi,ulindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,4.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,13.0,4.0,luiza,luiza,0.0,0.0,1.0,0.0,0.0,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,5.0,ulindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,5.0,luiza,,,,,0.0,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,5.0,me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,13.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,13.0,5.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,6.0,ulindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,6.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,6.0,me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,13.0,6.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,13.0,6.0,joey,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,13.0,7.0,me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,13.0,7.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,14.0,1.0,me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,14.0,1.0,yasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,14.0,1.0,me,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,14.0,1.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,14.0,1.0,kuno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,14.0,2.0,ulindi,ulindi,ulindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,14.0,2.0,yasa,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,14.0,2.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,14.0,2.0,luiza,luiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,14.0,2.0,limbuko,limbuko,,limbuko,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,ulindi,11.0,f,bonobo,2.0,14.0,2.0,yasa,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,14.0,2.0,limbuko,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,14.0,2.0,ulindi,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,yasa,7.0,f,bonobo,2.0,14.0,2.0,luiza,,,,,,,,,,,,,,,
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,joey,22.0,m,bonobo,2.0,14.0,3.0,yasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,l
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,kuno,8.0,m,bonobo,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,14.0,3.0,ulindi,ulindi,ulindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
uher2008coherence,0,bonobo_t2_afternoon_observations,2005,,,limbuko,9.0,m,bonobo,2.0,14.0,3.0,luiza,,,,,,,,,,,,,,,
