study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,trial_type,lc_or_lt_trial,1st_amount_chosen,2nd_amount_chosen,2nd_choice_container,2nd_choice_side,2nd_choice_hesitation
suda2004piagetian,1.0,2002,01,24,kuno,5.0,m,bonobo,3,7.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,24,kuno,5.0,m,bonobo,3,8.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,24,kuno,5.0,m,bonobo,3,9.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,24,kuno,5.0,m,bonobo,3,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,1.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,3.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,4.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,5.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,6.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,8.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,9.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,kuno,5.0,m,bonobo,4,10.0,opaque-different,lt_trial,smaller_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,1.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,left,hesitation
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,2.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,hesitation
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,3.0,clear-same,no_trial_type,smaller_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,4.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,6.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,7.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,8.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,9.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,28,kuno,5.0,m,bonobo,5,10.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,1.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,2.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,3.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,5.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,7.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,8.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,9.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,29,kuno,5.0,m,bonobo,6,10.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,1.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,3.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,4.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,5.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,6.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,8.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,9.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,30,kuno,5.0,m,bonobo,7,10.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,1.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,2.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,3.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,4.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,5.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,hesitation
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,6.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,left,hesitation
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,7.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,8.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,31,kuno,5.0,m,bonobo,8,10.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,hesitation
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,1.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,3.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,4.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,5.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,6.0,opaque-different,lt_trial,larger_quantity,larger_quantity,tube,left,hesitation
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,8.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,9.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,01,kuno,5.0,m,bonobo,9,10.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,1.0,opaque-same,no_trial_type,smaller_quantity,larger_quantity,cup,left,hesitation
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,2.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,3.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,4.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,7.0,opaque-different,lt_trial,larger_quantity,larger_quantity,tube,left,hesitation
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,8.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,9.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,04,kuno,5.0,m,bonobo,10,10.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,1.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,2.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,3.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,4.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,5.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,6.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,8.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,9.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,05,kuno,5.0,m,bonobo,11,10.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,1.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,3.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,4.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,5.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,7.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,8.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,9.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,02,06,kuno,5.0,m,bonobo,12,10.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,left,hesitation
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,1.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,2.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,3.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,4.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,5.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,6.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,7.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,8.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,22,limbuko,6.0,m,bonobo,1,10.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,1.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,2.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,3.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,4.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,5.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,7.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,8.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,left,hesitation
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,9.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,23,limbuko,6.0,m,bonobo,2,10.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,1.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,3.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,4.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,5.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,left,hesitation
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,6.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,7.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,8.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,9.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,24,limbuko,6.0,m,bonobo,3,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,limbuko,6.0,m,bonobo,4,1.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2002,01,25,limbuko,6.0,m,bonobo,4,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,limbuko,6.0,m,bonobo,4,3.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2002,01,25,limbuko,6.0,m,bonobo,4,4.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
